"","Totale stemmen","VVD","CDA","PVV","D66","SP","GL","PvdA","CU","50+","PvdD","SGP","FvD","DENK"
"Alphen aan den Rijn",67840,0.262809551886792,0.134124410377358,0.117290683962264,0.121108490566038,0.0658018867924528,0.0798938679245283,0.0473614386792453,0.0451650943396226,0.028626179245283,0.0289652122641509,0.0280070754716981,0.0224941037735849,0.0183520047169811
"Alphen-Chaam",6619,0.309865538600997,0.215289318628192,0.120713098655386,0.101374830034748,0.0927632572896208,0.0497053935639825,0.0276476809185678,0.00664752983834416,0.0330865689681221,0.0232663544342046,0.0019640429067835,0.015712343254268,0.0019640429067835
"Ameland",2727,0.262192885955262,0.224789145581225,0.0971763843050972,0.0957095709570957,0.0638063806380638,0.0634396773010634,0.088008800880088,0.0198019801980198,0.0275027502750275,0.0253025302530253,0.00293362669600293,0.0293362669600293,0
"Amersfoort",94723,0.213834021304224,0.097040845412413,0.0909071714367155,0.158039758031312,0.0714293255070046,0.12506994077468,0.0570927863348923,0.0695184907572606,0.0209875109529892,0.0356090917728535,0.00960695923904437,0.014822165683097,0.0360419327935137
"Amstelveen",48818,0.285263632266787,0.082264738416158,0.0903355319759105,0.183047236674997,0.0561473227088369,0.109344913761318,0.0704248432955058,0.0210782907943791,0.032836248924577,0.0391453971895612,0.00391249129419476,0.0180261378999549,0.00817321479782048
"Amsterdam",440854,0.159347539094576,0.0307630190493905,0.0709078288957342,0.196005933937313,0.066520889001801,0.205446701175446,0.0868291996896932,0.0154994624070554,0.0201971627795143,0.0624991493782522,0.0015583390419504,0.0129453288390261,0.0714794467102488
"Apeldoorn",101083,0.222193642847957,0.127241969470633,0.116468644579207,0.12277039660477,0.0827438837391055,0.0880662425927208,0.0593076976346171,0.0488509442735178,0.0327156890871858,0.0303018311684457,0.0327255819475085,0.0167288268056943,0.0198846492486373
"Appingedam",7240,0.122790055248619,0.14267955801105,0.151243093922652,0.0835635359116022,0.197651933701657,0.0772099447513812,0.0929558011049724,0.0437845303867403,0.037292817679558,0.0222375690607735,0.00331491712707182,0.0135359116022099,0.0117403314917127
"Arnhem",88528,0.173933670703054,0.0688256822700163,0.119984637628773,0.166783390565697,0.102069401771191,0.147377101030183,0.0653352611603109,0.0246249774082776,0.023574462317007,0.0526161214530996,0.00249638532441713,0.0154640339779505,0.0369148743900235
"Assen",41712,0.167649597238205,0.115889911775988,0.100522631377062,0.125167817414653,0.121068277713847,0.104406405830456,0.0923235519754507,0.0847717683160721,0.0276179516685846,0.0311421173762946,0.00795934023782125,0.0163262370540852,0.00515439202148063
"Asten",10592,0.277756797583082,0.20779833836858,0.124622356495468,0.0968655589123867,0.123111782477341,0.0553247734138973,0.0345543806646526,0.00481495468277946,0.0361593655589124,0.0202039274924471,0.00160498489425982,0.016238670694864,0.000944108761329305
"Baarle-Nassau",4145,0.251869722557298,0.221471652593486,0.175150784077201,0.0755126658624849,0.0996381182147165,0.0516284680337756,0.0303980699638118,0.00554885404101327,0.0402895054282268,0.028226779252111,0.00217129071170084,0.0161640530759952,0.00193003618817853
"Baarn",15663,0.283342910042776,0.112622103045394,0.0976185915852646,0.152844282704463,0.0594394432739577,0.0902126029496265,0.0550341569303454,0.0374130115558961,0.0266232522505267,0.0378599246632191,0.0122581880865735,0.0190257294260359,0.0157058034859222
"Barendrecht",29690,0.25985180195352,0.12024250589424,0.158268777366117,0.101313573593803,0.0600875715729202,0.0622431795217245,0.0448299090602897,0.0415964971370832,0.0357359380262715,0.0248231727854496,0.0435836982148872,0.026507241495453,0.0209161333782418
"Barneveld",35732,0.178663382962051,0.192544497929027,0.0995466248740625,0.0483600134333371,0.0324359117877533,0.0272304936751371,0.019534310981753,0.11843725512146,0.0204018806671891,0.0112504197917833,0.227695063248629,0.0134613231837009,0.0104388223441173
"Bedum",6914,0.12351750072317,0.209140873589818,0.0727509401214926,0.0986404396875904,0.128001157072606,0.0960370263234018,0.0789702053803876,0.119757014752676,0.0199595024587793,0.0269019380966156,0.0140295053514608,0.0122938964420017,0
"Beek",10674,0.191118605958404,0.17088251826869,0.200299793891699,0.115420648304291,0.113640622072325,0.059584035975267,0.0371931796889638,0.00608956342514521,0.049091249765786,0.0258572231590781,0.00112422709387296,0.0254824807944538,0.00421585160202361
