"","Totale stemmen","VVD","CDA","PVV","D66","SP","GL","PvdA","CU","50+","PvdD","SGP","FvD","DENK"
"Haarlem",94772,0.19464609800363,0.0617587473093319,0.0949436542438695,0.182469505761195,0.0712552230616638,0.160089477904866,0.079263917612797,0.0177478580171359,0.0280462583885536,0.0577807791330773,0.00226860254083485,0.0172730342295193,0.0324568437935255
"Haarlemmerliede en Spaarnwoude",3671,0.306728411876873,0.114682647779896,0.123127213293381,0.129120130754563,0.0585671479160992,0.0942522473440479,0.0582947425769545,0.0119858349223645,0.032416235358213,0.0394987741759738,0.00217924271315718,0.023971669844729,0.0051757014437483
"Haarlemmermeer",87278,0.303455624556016,0.105204060588006,0.138591626755883,0.124922660922569,0.0587547835651596,0.0753798208024932,0.0511239945919934,0.0254703361671899,0.0378675038383098,0.0321730562111872,0.0075162125621577,0.0237173170787598,0.0158230023602741
"Halderberge",18012,0.263268931823229,0.138574283810793,0.201532311792139,0.0831112591605596,0.123362202975794,0.0558516544525872,0.0349766822118588,0.00810570730624029,0.0396957583833,0.0208749722407284,0.00183211192538308,0.01587830335332,0.0129358205640684
"Hardenberg",38344,0.174864385562278,0.259727727936574,0.11336845399541,0.0693980805341122,0.0873930732317964,0.0404496140204465,0.0445962862507824,0.128729397037346,0.0304610890882537,0.0136136031712915,0.0199248904652618,0.0166910077195911,0.000782390986855831
"Harderwijk",28647,0.232101092610046,0.171326840506859,0.110727126749747,0.0867455579990924,0.0570740391664049,0.0656962334624917,0.0422382797500611,0.0996264879394003,0.0262505672496247,0.0247495374733829,0.0275770586797919,0.0158480818235766,0.0400390965895207
"Hardinxveld-Giessendam",11508,0.159193604449079,0.151286061870003,0.114615919360445,0.0384949600278067,0.0535279805352798,0.0253736531108794,0.0362356621480709,0.167709419534237,0.0199860966284324,0.0127737226277372,0.205074730622176,0.0139902676399027,0.00173792144595064
"Haren",13161,0.223843173011169,0.115948636121875,0.0498442367601246,0.174834739001596,0.0648886862700403,0.141554593116025,0.0885191094901603,0.0582022642656333,0.0183116784438872,0.0428538864827901,0.0056986551173923,0.0148924853734519,0.000607856545855178
"Harlingen",9701,0.189774250077312,0.14019173281105,0.137511596742604,0.0890629831976085,0.127100298938254,0.0794763426450881,0.0872075043809916,0.0378311514276879,0.0448407380682404,0.0357695082981136,0.00494794351097825,0.0247397175548912,0.0015462323471807
"Hattem",8058,0.187639612807148,0.189377016629437,0.0816579796475552,0.102630925788037,0.0724745594440308,0.0560933234053115,0.0698684537105982,0.166542566393646,0.0209729461404815,0.0163812360387193,0.0223380491437081,0.0114172251178953,0.00260610573343261
"Heemskerk",24562,0.244809054637245,0.108419509811905,0.13989088836414,0.124094129142578,0.0965719403957332,0.0936405830144125,0.062047064571289,0.0145753603126781,0.0411611432293787,0.0328963439459327,0.00207637814510219,0.0244279781776728,0.0153896262519339
"Heemstede",17800,0.364101123595506,0.101797752808989,0.0597752808988764,0.187921348314607,0.0381460674157303,0.0917977528089888,0.0575842696629214,0.0162359550561798,0.0221348314606742,0.0387078651685393,0.00258426966292135,0.0170786516853933,0.00213483146067416
"Heerde",12215,0.182808022922636,0.214490380679492,0.1250920998772,0.0738436348751535,0.0759721653704462,0.0416700777732296,0.0570609905853459,0.130904625460499,0.0272615636512485,0.0182562423250102,0.0383135489152681,0.0125255832992223,0.00180106426524765
"Heerenveen",31367,0.199540918800013,0.137660598718398,0.0994675933305703,0.119775560302228,0.120540695635541,0.0955143941084579,0.107692798163675,0.0352599866101317,0.028628813721427,0.0277042751936749,0.00398507986100041,0.0166416934995377,0.00758759205534479
"Heerhugowaard",32063,0.26734865733088,0.111124972709977,0.124504881015501,0.126220253875183,0.0954682967906933,0.0862676605433054,0.060786576427658,0.0205220971212925,0.035399058104357,0.0330287246982503,0.00215201322396532,0.0214577550447556,0.0157190531141815
"Heerlen",49473,0.132213530612657,0.0974673053989045,0.237968184666384,0.0863299173286439,0.206435833687062,0.0726456855254381,0.0413154650011117,0.00788308774483051,0.0454995654195218,0.0380207385846826,0.00167768277646393,0.018838558405595,0.0137044448487054
"Heeze-Leende",10307,0.29620646162802,0.177452216939944,0.113709129717668,0.128165324536723,0.106238478703794,0.0606384010866401,0.0407490055302222,0.00882895119821481,0.0284272824294169,0.0227030173668381,0.00164936450955661,0.0141651304938391,0.00106723585912487
"Heiloo",15669,0.308379603037845,0.113025719573681,0.0744144489118642,0.162933180164656,0.0562256685174548,0.101410428234093,0.0763928776565192,0.0151892271363839,0.0243793477567171,0.0439721743570107,0.00338247495053928,0.0192099049077797,0.001084944795456
"Den Helder",32850,0.222130898021309,0.122557077625571,0.19662100456621,0.0889193302891933,0.0847184170471842,0.0652663622526636,0.0571385083713851,0.0329680365296804,0.0545814307458143,0.0330593607305936,0.00876712328767123,0.0303196347031963,0.00295281582952816
"Hellendoorn",23785,0.194324153878495,0.306369560647467,0.105024174900147,0.0888375026277065,0.094134959007778,0.0543199495480345,0.0446920327937776,0.0491065797771705,0.0251418961530376,0.0157662392264032,0.00807231448391844,0.0126550346857263,0.00155560227033845
"Hellevoetsluis",23388,0.242645801265606,0.090559261159569,0.222550025654182,0.0865828630066701,0.0886779545065846,0.0581494783649735,0.056139900803831,0.0187703095604584,0.0520352317427741,0.0338635197537199,0.00427569693860099,0.0315974003762613,0.0141525568667693
"Helmond",49052,0.213915844410014,0.107477778683846,0.209165783250428,0.0973864470357987,0.14407159748838,0.072005218951317,0.038693631248471,0.00790997308978227,0.0367976840903531,0.0242191959553127,0.00103971295767757,0.0167169534371687,0.0306001794014515
"Hendrik-Ido-Ambacht",18643,0.236764469237784,0.125140803518747,0.136029608968514,0.0829265676125087,0.0604516440487046,0.0457007992275921,0.040926889449123,0.0632408947057877,0.0283752614922491,0.0205439038781312,0.130933862575766,0.0200075095209998,0.00895778576409376
"Hengelo",50345,0.189115105770186,0.16760353560433,0.122753004270533,0.129744761148078,0.131075578508293,0.0816962955606316,0.0632038931373523,0.024630052636806,0.0234581388419903,0.0263779918561923,0.00284040123150263,0.0173403515741384,0.0201608898599662
"'s-Hertogenbosch",93863,0.231006893024941,0.0984519991903093,0.147129326784782,0.14365617975134,0.108647709960261,0.10886078646538,0.0503286705091463,0.00905575146756443,0.0294045577064445,0.0331973194975656,0.00149153553583414,0.0163216602921279,0.0224476098143038
"Heumen",11051,0.245045697221971,0.150122160890417,0.096280879558411,0.155732512894761,0.110759207311556,0.104334449371098,0.0603565288209212,0.0115826622025156,0.0228033662112026,0.0294995927970319,0.000814405936114379,0.0113111935571441,0.0013573432268573
"Heusden",27381,0.266206493553924,0.146451919214054,0.161243197837917,0.108834593331142,0.113984149592783,0.0599685913589715,0.0403564515539973,0.0109565026843432,0.0340747233483072,0.0238121325006391,0.00230086556371206,0.0166904057558161,0.0151199737043936
"Hillegom",13259,0.29187721547628,0.123764989818237,0.137265253789879,0.120144807300701,0.0660683309450185,0.0739120597330115,0.0518138622822234,0.0175729693038691,0.0426125650501546,0.0334112678180858,0.00565653518364884,0.029413982954974,0.00648616034391734
"Hilvarenbeek",10153,0.281493154732591,0.206145966709347,0.0929774450901212,0.12075248694967,0.118191667487442,0.0662858268492071,0.0427459864079582,0.00738697921796513,0.029449423815621,0.0222594307101349,0.000886437506155816,0.0110312222988279,0.00039397222495814
"Hilversum",52415,0.237794524468187,0.0828961175236096,0.104359439091863,0.172393398836211,0.0706667938567204,0.115863779452447,0.0632261757130592,0.027492130115425,0.0343413145092054,0.0439568825717829,0.00669655632929505,0.0180101116092722,0.0223027759229228
"Hof van Twente",23543,0.263772671282334,0.24852397740305,0.104744510045449,0.108737204264537,0.083082020133373,0.0509705644990018,0.0619292358662872,0.0135071995922355,0.0250605275453426,0.0150363165272055,0.00458735080491016,0.0146965127638789,0.00535190927239519
"Hollands Kroon",29465,0.292482606482267,0.131919226200577,0.14848124893942,0.0996436450025454,0.0833191922620058,0.0633633124045478,0.0559986424571526,0.0195486170032242,0.0418462582725267,0.0278296283726455,0.00590531138639063,0.0291532326489055,0.000509078567792296
"Hoogeveen",33900,0.158849557522124,0.205250737463127,0.156548672566372,0.0706194690265487,0.126607669616519,0.0534513274336283,0.0587905604719764,0.0714749262536873,0.0352212389380531,0.0171681415929204,0.0204424778761062,0.0212389380530973,0.00433628318584071
"Hoogezand-Sappemeer",20017,0.141479742219114,0.0893240745366439,0.152370485087675,0.0855772593295699,0.187490632961982,0.0903232252585302,0.0952690213318679,0.0409651795973423,0.0449617824848878,0.0287755407903282,0.00364690013488535,0.0149872608282959,0.024828895438877
"Hoorn",42711,0.235840884081384,0.0896022102034605,0.127180351665847,0.130926459225961,0.0986162815199831,0.10908196951605,0.0741261033457423,0.0162721547142422,0.0367820936058627,0.0404579616492239,0.0025520357753272,0.0223595794994264,0.0162019151974901
"Horst aan de Maas",26162,0.218637718828836,0.224982799480162,0.131220854674719,0.11153581530464,0.13959177432918,0.0551945569910557,0.0351655072242183,0.00573350661264429,0.0400963229110924,0.0194939224829906,0.000917361058023087,0.0162831587799098,0.00114670132252886
"Houten",31220,0.254900704676489,0.122037155669443,0.100800768737988,0.148046124279308,0.0585201793721973,0.100224215246637,0.0555413196668802,0.0630365150544523,0.0266175528507367,0.0276425368353619,0.0233183856502242,0.0143497757847534,0.00496476617552851
"Huizen",26697,0.278345881559726,0.130464097089561,0.10499307038244,0.122111098625314,0.0545754204592276,0.0739034348428662,0.0508671386298086,0.0572348953065888,0.0319886129527662,0.0346855451923437,0.0225868075064614,0.0218751170543507,0.0163688803985467
"Hulst",15355,0.230543796808857,0.155063497232172,0.18261152718984,0.0839465971996092,0.123933572126343,0.0574405731032237,0.0556821882123087,0.00846629762292413,0.0542494301530446,0.0274829045913383,0.00364702051449039,0.0156952132855747,0.00123738196027353
"IJsselstein",21070,0.274466065495966,0.125011865211201,0.133080208827717,0.1421926910299,0.0686758424299952,0.0773611770289511,0.0491694352159468,0.0245372567631704,0.032890365448505,0.0261509254864737,0.0100616990982439,0.0174655908875178,0.018936877076412
"Kaag en Braassem",17464,0.322434722858452,0.155863490609253,0.13370361887311,0.124312872194228,0.0532524049473202,0.0624141090242785,0.0407695831424645,0.0155176362803481,0.0337837837837838,0.0260535959688502,0.00572606504809895,0.0247938616582684,0.00137425561154375
"Kampen",33329,0.1363077200036,0.195175372798464,0.113084701011131,0.0625281286567254,0.0787902427315551,0.0580275435806655,0.0411953553962015,0.14050826607459,0.0238531009031174,0.0160220828707732,0.108914158840649,0.0142518527408563,0.0113414743916709
"Kapelle",8248,0.219689621726479,0.156886517943744,0.101479146459748,0.0834141610087294,0.0734723569350146,0.047890397672163,0.0446168768186227,0.0703200775945684,0.0299466537342386,0.0230358874878758,0.131789524733269,0.0168525703200776,0.000606207565470417
"Katwijk",40316,0.203690842345471,0.204955848794523,0.146517511657903,0.0579918642722492,0.0447216985812085,0.0379005853755333,0.0292935807123723,0.0974054965770414,0.02842543903165,0.020909812481397,0.0970086318087112,0.0267635678142673,0.00441512054767338
"Kerkrade",25035,0.129538645895746,0.110844817255842,0.292550429398842,0.0645895745955662,0.195725983622928,0.0539245056920312,0.0423007789095267,0.0042740163770721,0.0486119432794088,0.0325943678849611,0.000878769722388656,0.018374276013581,0.00579189135210705
"Koggenland",14506,0.343444092099821,0.153936302219771,0.11236729629119,0.109127257686475,0.0671446298083552,0.0641803391699986,0.0494278229698056,0.00909968288983869,0.0368812905004826,0.0288156624844892,0.00344684957948435,0.0215083413759824,0.000620432924307183
"Kollumerland en Nieuwkruisland",7888,0.143382352941176,0.285370182555781,0.138057809330629,0.0598377281947262,0.105856997971602,0.0523580121703854,0.0499492900608519,0.0768255578093306,0.030552738336714,0.0188894523326572,0.0188894523326572,0.0200304259634888,0
"Korendijk",7265,0.212801101169993,0.126909841706813,0.143427391603579,0.0675843083275981,0.0593255333792154,0.0450103234686855,0.0390915347556779,0.0433585684790089,0.0345492085340674,0.024776324845148,0.18100481761872,0.0217481073640743,0.000412938747419133
"Krimpen aan den IJssel",18753,0.192822481736256,0.107129525942516,0.148722871007305,0.086332853410121,0.0648429584599797,0.0530581773582893,0.0554577934197195,0.0671359249186797,0.0308750599904015,0.025062656641604,0.143443715672159,0.0206366981282995,0.00447928331466965
"Krimpenerwaard",36306,0.24607502892084,0.133035861841018,0.127527130501845,0.0860463835178758,0.0603481518206357,0.0555830992122514,0.0518647055583099,0.0613121798049909,0.0280669861730843,0.0284801410235223,0.0945573734368975,0.019500908940671,0.00760204924805817
"Laarbeek",13774,0.255844344417018,0.174241324234064,0.158922607811819,0.100406563089879,0.156018585741252,0.0513285900972847,0.0363002758820967,0.00450123420937999,0.0272252069115725,0.0196747495280964,0.00123420937999129,0.0140119064904893,0.000290402207056774
"Landerd",10037,0.258842283550862,0.190893693334662,0.129620404503338,0.104712563514995,0.165288432798645,0.0477234233336654,0.0358672910232141,0.00627677592906247,0.029690146458105,0.01683770050812,0.000996313639533725,0.0130517086778918,0.000199262727906745
"Landgraaf",23003,0.149067512933096,0.118680172151458,0.266486979959136,0.0817284701995392,0.168847541625005,0.0582097987219058,0.0439507890275182,0.00665130635134548,0.0521671086380037,0.031865408859714,0.000999869582228405,0.0184758509759597,0.00286919097509021
"Landsmeer",7348,0.266467065868263,0.0743059335873707,0.136771910724007,0.139629831246598,0.0861458900381056,0.0990745781164943,0.0785247686445291,0.00898203592814371,0.033886771910724,0.0419161676646707,0.00313010342950463,0.0255851932498639,0.00557974959172564
"Langedijk",17769,0.290562215093703,0.120490742304013,0.113962518993753,0.127244076762902,0.0714727896899094,0.0877370701784006,0.0562215093702516,0.0294332826833249,0.033991783443075,0.0354550059091676,0.00495244526985199,0.0241431706905284,0.00433338961112049
"Lansingerland",37018,0.325058079853044,0.1357988005835,0.131746717812956,0.116862067102491,0.0428170079420822,0.0556486033821384,0.0397914528067427,0.0557836728078232,0.0255011075692906,0.0259873575017559,0.0116429844940299,0.0229618023664163,0.0104003457777298
"Laren",7359,0.476015763011279,0.101508357113738,0.0767767359695611,0.125288762060063,0.0383204239706482,0.053403995108031,0.0385922000271776,0.0105992662046474,0.0205190922679712,0.0330207908683245,0.00122299225438239,0.0225574126919418,0.00217420845223536
"Leek",12380,0.173263327948304,0.159046849757674,0.110823909531502,0.0996768982229402,0.119386106623586,0.0880452342487884,0.0802907915993538,0.0844103392568659,0.0315831987075929,0.0239903069466882,0.0115508885298869,0.0162358642972536,0.00169628432956381
"Leerdam",12702,0.193670288143599,0.131160447173673,0.146197449220595,0.0705400724295386,0.0710911667453944,0.0538497874350496,0.043300267674382,0.0692017005196032,0.0270823492363407,0.0219650448748229,0.0884900015745552,0.0155880963627775,0.0678633286096678
"Leeuwarden",67334,0.154780645736181,0.108325660141979,0.107241512460273,0.134003623726498,0.121691864436986,0.130825437371907,0.103424718567143,0.0355095494104019,0.0284106097959426,0.045162919179018,0.00357917248344076,0.0220839397629726,0.00496034692725815
"Leeuwarderadeel",6727,0.17258807789505,0.195778207224617,0.0966255388731976,0.100044596402557,0.116545265348595,0.077003121748179,0.110599078341014,0.0480154600862197,0.0303255537386651,0.0298795897130965,0.00431098558049651,0.0173925969971756,0.000891928051137208
"Leiden",76572,0.170702084312804,0.062921172230058,0.106723084156088,0.212936843754897,0.0672830799770151,0.172112521548347,0.0703520869247244,0.0250222013268558,0.0209345452645876,0.0482160580891187,0.00349997388079193,0.0179961343572063,0.0213002141775061
"Leiderdorp",17510,0.2565962307253,0.114277555682467,0.111821816105083,0.164877213021131,0.062193032552827,0.0902912621359223,0.0696173615077099,0.0237007424328955,0.0300399771559109,0.0303255282695603,0.010451170759566,0.022158766419189,0.0136493432324386
"Leidschendam-Voorburg",45733,0.280563269411585,0.117005225985612,0.124855137428115,0.153084206153106,0.0542278004941727,0.0818664859073317,0.0602409638554217,0.0209476745457328,0.0315527081101174,0.0387466380950298,0.00459187020313559,0.0213631294688737,0.0109548903417663
"Lelystad",42436,0.200136676406824,0.0901357338109153,0.180766330474126,0.097723630879442,0.0976293712885286,0.0894523517767933,0.0604203977754737,0.0374681873880667,0.0465406730134791,0.0393533792063342,0.00784711094353851,0.0217032708078047,0.0308228862286738
"Leudal",22457,0.206884267711627,0.180122010954268,0.165427260987665,0.167876385982099,0.110166095204168,0.0430155408113283,0.0281872022086655,0.00574431135058111,0.0440842498998085,0.0228436567662644,0.00204835908625373,0.0227545976755577,0.000846061361713497
"Leusden",19919,0.274310959385511,0.149003464029319,0.0753551885134796,0.145388824740198,0.0585872784778352,0.0888598825242231,0.0520608464280335,0.0595411416235755,0.0245996284954064,0.0299211807821678,0.0188764496209649,0.0198303127667052,0.00366484261258095
"Lingewaal",7247,0.228922312681109,0.171243273078515,0.166137712156755,0.0749275562301642,0.0568511108044708,0.047053953360011,0.0574030633365531,0.074375603698082,0.0255278046088036,0.0213881606181868,0.0551952532082241,0.0176624810266317,0.00331171519249345
"Lingewaard",29955,0.271240193623769,0.142246703388416,0.125988983475213,0.134702053079619,0.111934568519446,0.0749457519612752,0.0499415790352195,0.00964780504089468,0.0359873143047905,0.0242697379402437,0.00123518611250209,0.0161909530963111,0.00166917042230012
"Lisse",14996,0.2888770338757,0.144505201387037,0.116030941584423,0.120632168578288,0.0554814617231262,0.0601493731661776,0.0400106695118698,0.0316751133635636,0.039143771672446,0.0298746332355295,0.0480128034142438,0.0240064017071219,0.00160042678047479
"Littenseradiel",7035,0.202132196162047,0.255152807391613,0.0713574982231699,0.0977967306325515,0.0904051172707889,0.0906894100923952,0.0892679459843639,0.0319829424307036,0.024591329068941,0.0297085998578536,0.00568585643212509,0.0109452736318408,0.000284292821606254
"Lochem",22905,0.279982536564069,0.15939751146038,0.0677144728225278,0.151233355162628,0.0769700938659681,0.0943025540275049,0.0717747216764898,0.0176380702903296,0.027373935821873,0.0286400349268719,0.00301244269810085,0.0131848941279197,0.00877537655533726
"Loon op Zand",14404,0.272354901416273,0.145376284365454,0.172174396001111,0.0950430435990003,0.11427381282977,0.0651207997778395,0.0390169397389614,0.00909469591780061,0.0393640655373507,0.0226326020549847,0.00534573729519578,0.0143710080533185,0.00583171341294085
"Lopik",9088,0.241967429577465,0.193772007042254,0.158230633802817,0.0622799295774648,0.0481954225352113,0.0373019366197183,0.0294894366197183,0.0796654929577465,0.0275088028169014,0.018705985915493,0.0799955985915493,0.0152948943661972,0.00759242957746479
"Loppersum",6492,0.106746765249538,0.200708564386938,0.0848736906962415,0.0822550831792976,0.145717806531115,0.111367837338262,0.0799445471349353,0.0962723351817622,0.0286506469500924,0.0357362908194701,0.0184842883548983,0.00893407270486753,0.000308071472581639
"Losser",14262,0.203337540316926,0.259150189314262,0.16393212733137,0.104964240639462,0.100687140653485,0.0468377506661057,0.0408778572430234,0.00953582947693171,0.0356191277520684,0.0149347917543122,0.001051745898191,0.0159865376525032,0.00308512130136026
"Maasdriel",15282,0.258277712341317,0.186624787331501,0.209200366444183,0.0751210574532129,0.0880774767700563,0.0437115560790472,0.0333071587488549,0.0130218557780395,0.0325873576756969,0.0189765737468918,0.0193037560528727,0.0191728831304803,0.00261745844784714
"Maasgouw",14795,0.208381209868199,0.166407570125042,0.196552889489692,0.104832713754647,0.123758026360257,0.0528556944913822,0.0339979722879351,0.00635349780331193,0.052382561676242,0.0291990537343697,0.00141939844542075,0.0231159175397094,0.000743494423791822
"Maassluis",19915,0.2269143861411,0.133969369821742,0.1701230228471,0.0941501380868692,0.0693447150389154,0.0589003263871454,0.0545317599799146,0.0378609088626663,0.0394677378860156,0.0279688676876726,0.00858649259352247,0.0191313080592518,0.0590509666080844
"Maastricht",67563,0.158933143880526,0.10610837292601,0.184672083832867,0.150156150555778,0.113864097212972,0.110134245074967,0.0535500199813507,0.00833296330831964,0.0414428015333837,0.0383789944200228,0.00116927904326332,0.0233115758625283,0.00994627236801208
"De Marne",6413,0.134726337127709,0.172306252923749,0.129112739747388,0.0712615000779666,0.14065180102916,0.0895056915640106,0.0845158272259473,0.0812412287540932,0.0268205208170903,0.0419460470918447,0.0126305941057228,0.0151255262747544,0.000155933260564478
"Marum",6551,0.192947641581438,0.181499007785071,0.144252785834224,0.0821248664326057,0.11708136162418,0.065486185315219,0.070828881086857,0.0601434895435811,0.0331247137841551,0.0238131582964433,0.0111433368951305,0.0174019233704778,0.000152648450618226
"Medemblik",27145,0.288892982132989,0.146730521274636,0.131184380180512,0.112654264137042,0.0746730521274636,0.0628845091177012,0.049511880641002,0.0258611162276662,0.039270583901271,0.0301344630687051,0.00880456806041628,0.0235402468226193,0.00585743230797569
"Meerssen",12600,0.200396825396825,0.16531746031746,0.180396825396825,0.121746031746032,0.113968253968254,0.0721428571428571,0.0416666666666667,0.00563492063492064,0.0486507936507937,0.0275396825396825,0.00111111111111111,0.0207936507936508,0.000634920634920635
"Meierijstad",48952,0.259723811080242,0.177970256577872,0.131312305932342,0.107043634580814,0.136644059486844,0.0605082529825135,0.0388952443209675,0.00502533093642752,0.0320313776760909,0.0192841967641772,0.000980552377839516,0.0138911586860598,0.0166898185978101
"Menameradiel",8730,0.185337915234822,0.198969072164948,0.0972508591065292,0.105841924398625,0.111340206185567,0.0870561282932417,0.101374570446735,0.0381443298969072,0.0286368843069874,0.0246277205040092,0.00549828178694158,0.0155784650630011,0.000343642611683849
"Menterwolde",7624,0.136542497376705,0.0945697796432319,0.180482686253935,0.0828961175236096,0.207371458551941,0.0733210912906611,0.0903725078698846,0.0356768100734523,0.046694648478489,0.0299055613850997,0.00406610703043022,0.0169202518363064,0.00118048268625394
"Meppel",21212,0.216386950782576,0.136385065057515,0.101782010182915,0.117197812558929,0.112954931171035,0.0908919479539883,0.0760890062228927,0.0585517631529323,0.0321516122949274,0.0276258721478408,0.00509145766547237,0.0169715255515746,0.00792004525740147
"Middelburg",29955,0.167651477215824,0.113670505758638,0.0939075279586046,0.104423301619095,0.100283758971791,0.102553830746119,0.0721081622433651,0.0678017025538308,0.0273076281088299,0.0406276080787848,0.0817559672842597,0.0153897512936071,0.0125187781672509
"Midden-Delfland",12846,0.322979915927137,0.189241787326794,0.096061030671026,0.129378794955628,0.0376770979293165,0.0654678499143702,0.0417250505994084,0.0400124552389849,0.022108049198194,0.0228086563910945,0.00599408376148217,0.023120037365717,0.00342519072084696
"Midden-Drenthe",21956,0.207460375296047,0.176307159774094,0.112315540171252,0.0999271269812352,0.11031153215522,0.0716888322098743,0.0914100929130989,0.0410821643286573,0.0367553288394972,0.0238203680087448,0.00979231189652031,0.0187192566952086,0.000409910730552013
"Mill en Sint Hubert",7216,0.233508869179601,0.204961197339246,0.136640798226164,0.0777439024390244,0.200110864745011,0.0451773835920177,0.0324279379157428,0.00637472283813747,0.0331208425720621,0.0157982261640798,0.0016629711751663,0.0116407982261641,0.000831485587583149
"Moerdijk",22676,0.257188216616687,0.14446992414888,0.179881813370965,0.0834362321397072,0.118363026988887,0.0552566590227553,0.0411448227200564,0.0258863997177633,0.0392926442053272,0.0263714940906685,0.0062180278708767,0.0175956958899277,0.00489504321749868
"Molenwaard",18776,0.162175117170856,0.173679164891351,0.098902854708138,0.0429271410311035,0.0481465700894759,0.0294524925436728,0.0344056242011078,0.141031103536429,0.0184810396250533,0.0141137622496804,0.221825734980827,0.0139007243289305,0.000958670643374521
"Montferland",22927,0.239281196842151,0.186853927683517,0.175121036332708,0.0936886640205871,0.119684215117547,0.0539538535351332,0.043485846381995,0.00654250447071139,0.0381646094124831,0.0211977144851049,0.00170105116238496,0.0157456274261787,0.00457975312949797
"Montfoort",9126,0.289612097304405,0.164803857111549,0.119000657462196,0.101030024106947,0.0455840455840456,0.0578566732412886,0.0390094236248082,0.0548980933596318,0.0236686390532544,0.0190664036817883,0.0570896340127109,0.0196142888450581,0.00876616261231646
"Mook en Middelaar",5359,0.2470610188468,0.119798469863781,0.102071281955589,0.16402313864527,0.112334390744542,0.108229147228961,0.061205448777757,0.0106363127449151,0.0208994215338683,0.0404926292218698,0.000746407911923866,0.0119425265907819,0.0005598059339429
"Neder-Betuwe",14387,0.149023423924376,0.109960380899423,0.141308125390978,0.0467783415583513,0.052755960241885,0.0280809063738097,0.0478904566622645,0.0470563703343296,0.0266907624939181,0.0127198165010079,0.320984221866963,0.0130673524709807,0.00368388128171266
"Nederweert",10687,0.233367642930663,0.216805464583138,0.172546084027323,0.0957237765509498,0.112753813043885,0.0468793861701132,0.0332179283241321,0.00430429493777487,0.046598671282867,0.0189950407036586,0.00131000280714887,0.0173107513801815,0.000187143258164125
"Neerijnen",7710,0.230220492866407,0.147081712062257,0.17496757457847,0.0728923476005188,0.0591439688715953,0.0422827496757458,0.048378728923476,0.035408560311284,0.0282749675745785,0.0211413748378729,0.122438391699092,0.0162127107652399,0.00155642023346304
"Nieuwegein",37169,0.219779924130324,0.106674917269768,0.163926928354274,0.122144798084425,0.0986843875272404,0.0861201538916839,0.0611531114638543,0.0269041405472302,0.0410826226156205,0.0308859533482203,0.00626866474750464,0.0179719658855498,0.0184024321343055
"Nieuwkoop",17893,0.311406695355726,0.178058458615101,0.138937014474934,0.097580059241044,0.0520874084837646,0.0569496451126139,0.0380036885933046,0.0279997764488906,0.0314089308668194,0.0214050187224054,0.020566702062259,0.0232493153747275,0.00234728664840999
"Nijkerk",26400,0.228901515151515,0.184734848484848,0.127386363636364,0.0789015151515152,0.0471212121212121,0.0480681818181818,0.0365909090909091,0.107386363636364,0.0253030303030303,0.0175757575757576,0.070530303030303,0.0148484848484848,0.0126515151515152
"Nijmegen",109811,0.145267778273579,0.0672428080975494,0.096647876806513,0.197302638169218,0.113385726384424,0.203904891131125,0.0637823168899291,0.0130405879192431,0.018377029623626,0.0475271147699229,0.00138419648304815,0.0125397273497191,0.0195973081021027
"Nissewaard",51003,0.20704664431504,0.0938964374644629,0.242319079269847,0.0804070348803012,0.107130953081191,0.06064349155932,0.0564476599415721,0.0224496598239319,0.0569378271866361,0.0304884026429818,0.00709762170852695,0.0266650981314825,0.00847008999470619
"Noord-Beveland",4693,0.24973364585553,0.14873215427232,0.151502237374814,0.0707436607713616,0.0873641593863201,0.0539100788408268,0.0630726614106115,0.030044747496271,0.0372895802258683,0.0383549968037503,0.0462390794800767,0.022373748135521,0.000639249946729171
"Noordenveld",20777,0.213745969100448,0.124993983732011,0.109255426673726,0.12619723732974,0.0992443567406266,0.100206959618809,0.104923713721904,0.0409587524666699,0.0309476825335708,0.0296962987919334,0.00471675410309477,0.0150647350435578,4.81301439091303e-05
"Noordoostpolder",27750,0.226414414414414,0.203495495495496,0.116684684684685,0.0787027027027027,0.0849369369369369,0.0485045045045045,0.0461261261261261,0.0814774774774775,0.0256936936936937,0.0188468468468468,0.044,0.0178018018018018,0.00731531531531532
"Noordwijk",16412,0.339873263465757,0.116134535705581,0.128077016816963,0.116317328783817,0.0574579575920059,0.0715330246161345,0.0465513039239581,0.0168169631976603,0.0360711674384597,0.0316841335608092,0.00481355106019985,0.0304045820131611,0.00426517182549354
"Noordwijkerhout",10310,0.338215324927255,0.13996120271581,0.134820562560621,0.10921435499515,0.0575169738118332,0.0648884578079534,0.0375363724539282,0.011639185257032,0.0424830261881668,0.0280310378273521,0.001454898157129,0.0328806983511154,0.00135790494665373
"Nuenen, Gerwen en Nederwetten",15502,0.285898593729841,0.146368210553477,0.0972777706102438,0.148174429105922,0.102631918462134,0.0799896787511289,0.0556702360985679,0.0107728035092246,0.0279963875628951,0.0259321377886724,0.000903109276222423,0.0170945684427816,0.00129015610888918
"Nunspeet",17628,0.160880417517586,0.165929203539823,0.102677558429771,0.0448717948717949,0.0392557295212162,0.0288745178125709,0.0219537100068074,0.137281597458589,0.0192874971636034,0.0156569094622192,0.249375992738825,0.0118561379623327,0.00209893351486272
